"ROUTEID";"tblsetname";"NAME";"NEXTSCHED";"FREQUENCE";"LASTUPLOAD";"LASTDOWNLOAD";"POINT";"DESCRIPTION";"REF_POINT";"FREQNAME";"FREQTYPE";"POINTNAME"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24171;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24173;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24172;"FABRICANT";"OTHER";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24175;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24177;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24176;"FABRICANT";"OTHER";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24179;"6319(SKF)";"BRG";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24181;"6319(SKF)";"BRG";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24183;"6319(SKF)";"BRG";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24185;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24184;"FABRICANT";"OTHER";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24187;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24189;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24188;"FABRICANT";"OTHER";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24191;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24193;"6319(SKF)";"BRG";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24192;"FABRICANT";"OTHER";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24195;"6319(SKF)";"BRG";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24197;"6319(SKF)";"BRG";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24196;"FABRICANT";"OTHER";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24199;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24201;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24200;"FABRICANT";"OTHER";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24203;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24205;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24204;"FABRICANT";"OTHER";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24207;"6319(SKF)";"BRG";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24209;"6319(SKF)";"BRG";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24208;"FABRICANT";"OTHER";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24211;"6319(SKF)";"BRG";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24213;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24212;"FABRICANT";"OTHER";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24215;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24217;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24216;"FABRICANT";"OTHER";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24219;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24221;"6319(SKF)";"BRG";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24220;"FABRICANT";"OTHER";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24223;"6319(SKF)";"BRG";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24225;"6319(SKF)";"BRG";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24224;"FABRICANT";"OTHER";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24227;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24229;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24228;"FABRICANT";"OTHER";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24231;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24233;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24232;"FABRICANT";"OTHER";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24235;"6319(SKF)";"BRG";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24237;"6319(SKF)";"BRG";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24236;"FABRICANT";"OTHER";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24239;"6319(SKF)";"BRG";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24241;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24240;"FABRICANT";"OTHER";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24243;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24245;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24244;"FABRICANT";"OTHER";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24247;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24249;"6319(SKF)";"BRG";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24248;"FABRICANT";"OTHER";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24251;"6319(SKF)";"BRG";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24253;"6319(SKF)";"BRG";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24252;"FABRICANT";"OTHER";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24255;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24257;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24256;"FABRICANT";"OTHER";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24259;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24261;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24260;"FABRICANT";"OTHER";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24263;"6319(SKF)";"BRG";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24265;"6319(SKF)";"BRG";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24264;"FABRICANT";"OTHER";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24267;"6319(SKF)";"BRG";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24269;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24268;"FABRICANT";"OTHER";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24271;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24273;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24272;"FABRICANT";"OTHER";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24275;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24277;"6319(SKF)";"BRG";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24276;"FABRICANT";"OTHER";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24279;"6319(SKF)";"BRG";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24281;"6319(SKF)";"BRG";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24280;"FABRICANT";"OTHER";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24283;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24285;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24284;"FABRICANT";"OTHER";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24287;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24289;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24288;"FABRICANT";"OTHER";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24291;"6319(SKF)";"BRG";"VÉLOCITÉ 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24293;"6319(SKF)";"BRG";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24292;"FABRICANT";"OTHER";"VÉLOCITÉ 500 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24295;"6319(SKF)";"BRG";"VÉLOCITÉ 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24297;"6319(SKF)";"BRG";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24296;"FABRICANT";"OTHER";"VÉLOCITÉ 650 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24299;"6319(SKF)";"BRG";"VÉLOCITÉ 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24301;"6319(SKF)";"BRG";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24300;"FABRICANT";"OTHER";"VÉLOCITÉ 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24303;"6319(SKF)";"BRG";"VÉLOCITÉ 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24305;"22213CC (SKF)";"BRG";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24308;"6308E (SKF)";"BRG";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24311;"6205E (SKF)";"BRG";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24313;"6206E (SKF)";"BRG";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24312;"6206 (SKF)";"BRG";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24315;"22312E (SKF)";"BRG";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24317;"3309 (SKF)";"BRG";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24316;"5309 (SKF)";"BRG";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24321;"Autre fréquence.16";"OTHER";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24320;"6312 (SKF)";"BRG";NA
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24325;"6319(SKF)";"BRG";"22_nip 1"" 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24324;"FABRICANT";"OTHER";"22_nip 1"" 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD AV";"@1A-";24327;"6319(SKF)";"BRG";"22_nip 1"" 250 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE AV";"@1A-";24329;"6319(SKF)";"BRG";"22_nip 1"" 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITÉ AV";"@1A-";24328;"FABRICANT";"OTHER";"22_nip 1"" 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD";"@1A-";24374;"FABRICANT";"OTHER";"5_nip 1"" 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE";"@1A-";24375;"6319(SKF)";"BRG";"5_nip 1"" 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITE";"@1A-";24376;"FABRICANT";"OTHER";"5_nip 1"" 600 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD";"@1A-";24378;"FABRICANT";"OTHER";"6_nip 1"" 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE";"@1A-";24379;"6319(SKF)";"BRG";"6_nip 1"" 200 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITE";"@1A-";24380;"FABRICANT";"OTHER";"6_nip 1"" 250 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD";"@1A-";24382;"FABRICANT";"OTHER";"6_nip 1"" 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE";"@1A-";24383;"6319(SKF)";"BRG";"6_nip 1"" 300 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITE";"@1A-";24384;"FABRICANT";"OTHER";"6_nip 1"" 350 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD";"@1A-";24386;"FABRICANT";"OTHER";"6_nip 1"" 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE";"@1A-";24387;"6319(SKF)";"BRG";"6_nip 1"" 400 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITE";"@1A-";24388;"FABRICANT";"OTHER";"6_nip 1"" 450 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD";"@1A-";24535;"6319(SKF)";"BRG";"6_nip 1.75"" 500 m"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE";"@1A-";24537;"6319(SKF)";"BRG";"6_nip 1.75"" 550 m"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITE";"@1A-";24534;"FABRICANT";"OTHER";"6_nip 1.75"" 500 m"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD";"@1A-";24393;"6319(SKF)";"BRG";"6_nip 1"" 550 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE";"@1A-";24394;"FABRICANT";"OTHER";"6_nip 1"" 600 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITE";"@1A-";24395;"6319(SKF)";"BRG";"6_nip 1"" 600 meter"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD";"@1A-";24397;"6319(SKF)";"BRG";"22_nip 1.25"" 200 m"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE";"@1A-";24398;"FABRICANT";"OTHER";"22_nip 1.25"" 250 m"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITE";"@1A-";24399;"6319(SKF)";"BRG";"22_nip 1.25"" 250 m"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A HFD";"@1A-";24401;"6319(SKF)";"BRG";"22_nip 1.25"" 300 m"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A ENVELOPPE";"@1A-";24402;"FABRICANT";"OTHER";"22_nip 1.25"" 350 m"
9519390;"PKF";"1.4  SÉCHOIR PKF";2016-12-26;15;2016-12-02;2016-11-08;"1A VELOCITE";"@1A-";24403;"6319(SKF)";"BRG";"22_nip 1.25"" 350 m"
